time_delta,purchase_value,source,browser,sex,age,ip_country,class
89578.0,31,2,0,0,29,7,0
137547.0,24,2,0,1,40,70,0
3331.0,74,2,1,0,47,8,0
60635.0,22,1,0,1,47,0,0
99362.0,52,1,4,1,45,16,0
113251.0,25,1,0,0,35,18,0
145906.0,15,1,3,0,60,6,0
83422.0,24,2,0,0,40,2,0
154113.0,11,1,1,1,34,0,0
86662.0,56,1,0,1,36,14,0
123076.0,30,2,0,1,40,9,0
118855.0,46,0,3,0,20,30,0
92052.0,12,2,3,1,42,8,0
15261.0,69,2,1,0,29,14,0
83893.0,53,0,2,0,41,77,1
133218.0,22,2,1,1,30,0,0
39466.0,32,1,0,1,37,0,0
165881.0,43,2,0,0,38,7,0
48668.0,13,1,0,0,29,0,0
110415.0,28,0,0,0,38,4,0
29829.0,44,2,0,0,45,0,0
0.0,39,0,0,0,24,38,1
74316.0,41,1,2,1,40,3,0
41530.0,65,1,3,0,20,10,0
101925.0,66,1,0,0,23,7,0
52949.0,73,2,2,0,41,0,0
54488.0,18,2,0,1,24,119,0
123042.0,43,2,3,1,21,0,0
51791.0,42,2,1,1,28,0,0
65967.0,37,0,1,0,23,0,0
139469.0,41,0,0,0,21,8,0
38765.0,35,1,3,1,27,13,0
119660.0,60,2,1,0,47,2,0
40976.0,16,2,0,1,32,30,0
11238.0,35,1,1,0,37,0,0
13314.0,36,2,2,0,28,4,0
99183.0,56,1,0,0,25,8,0
95102.0,28,1,0,1,24,4,0
137221.0,29,2,0,1,27,0,0
64608.0,14,2,3,1,28,4,0
107200.0,37,0,0,0,41,0,0
66557.0,42,1,3,0,27,18,0
19030.0,77,0,4,0,29,17,0
4939.0,22,1,0,0,24,17,0
143120.0,44,0,0,0,35,0,0
140103.0,24,2,1,0,36,17,0
123385.0,14,1,0,0,51,0,1
47653.0,20,2,2,1,34,0,0
53392.0,41,1,1,1,52,0,0
113644.0,27,0,2,1,36,0,0
2999.0,59,1,0,0,32,3,0
169302.0,18,0,0,0,35,4,0
36146.0,39,2,0,1,24,0,0
141083.0,43,2,0,0,31,0,0
67735.0,34,0,0,0,45,0,0
69952.0,25,0,0,0,31,8,0
69224.0,31,1,0,1,36,0,0
155843.0,39,2,1,0,26,1,0
27312.0,51,2,1,1,23,8,0
95221.0,33,1,0,1,38,0,0
62262.0,25,2,0,0,42,0,0
85595.0,46,1,3,1,39,4,0
63181.0,47,1,1,0,37,0,0
45763.0,15,2,3,0,36,69,0
100206.0,39,2,2,1,39,0,0
56728.0,24,2,1,0,23,4,1
14689.0,34,2,4,1,27,35,0
166141.0,21,2,4,0,38,5,0
0.0,19,1,1,1,36,0,1
33241.0,17,0,1,0,30,0,0
0.0,11,2,2,0,32,0,1
141421.0,20,1,2,1,23,71,0
166880.0,30,1,0,1,24,49,0
23396.0,40,1,0,0,32,0,0
95302.0,13,0,2,0,33,0,0
25164.0,89,1,0,0,40,14,0
139298.0,69,2,2,1,21,0,0
129015.0,31,0,3,1,46,1,0
74817.0,26,1,3,1,33,0,0
4523.0,73,1,3,0,49,53,0
77969.0,52,1,0,0,22,57,0
165457.0,43,0,0,0,53,0,0
113083.0,39,0,2,1,26,5,0
95292.0,31,2,3,0,35,0,0
0.0,60,1,0,1,23,0,1
159824.0,31,2,2,0,25,0,0
92573.0,62,2,1,1,30,1,0
141273.0,20,1,1,1,43,0,0
33928.0,72,2,3,1,32,8,0
44632.0,13,1,1,1,44,8,0
94528.0,22,1,0,0,32,0,1
168368.0,11,0,2,1,21,0,0
46044.0,29,1,1,0,29,0,0
155490.0,37,2,1,1,51,0,0
63062.0,35,2,1,0,26,7,0
146507.0,51,2,3,1,40,4,0
84991.0,44,1,0,0,29,46,0
7780.0,27,1,1,0,20,2,0
170100.0,48,0,0,1,26,0,0
17342.0,47,0,0,0,33,0,0
103414.0,43,0,4,0,34,26,0
114889.0,36,0,1,1,30,14,0
150387.0,45,1,1,1,32,0,0
16580.0,17,1,1,0,28,0,0
100445.0,52,2,0,0,22,84,0
91813.0,20,1,0,0,40,18,0
55107.0,25,1,0,0,30,4,0
39594.0,29,2,3,0,23,0,0
165995.0,42,1,0,0,28,2,0
143018.0,64,2,0,0,46,0,0
60402.0,53,2,2,1,19,45,0
99435.0,19,2,1,1,24,0,0
4025.0,42,2,0,1,30,8,0
57473.0,50,0,0,0,28,5,0
143957.0,40,1,3,0,34,0,0
123839.0,24,1,3,1,26,9,0
19330.0,40,0,1,0,28,0,0
109164.0,54,1,3,1,33,7,0
52813.0,31,2,2,0,26,0,0
0.0,61,1,3,0,23,0,1
17703.0,30,2,0,0,23,2,0
42302.0,55,2,0,0,33,8,0
34247.0,51,0,0,1,43,17,0
130869.0,43,2,3,0,29,4,0
148028.0,69,1,1,0,24,8,0
27013.0,9,2,3,0,21,2,0
105894.0,38,0,0,1,27,8,0
79277.0,24,1,3,0,22,4,1
15314.0,60,2,0,0,31,0,0
54611.0,41,1,0,0,29,0,0
10875.0,46,1,4,1,36,0,0
133453.0,53,2,0,1,20,7,1
130280.0,58,0,0,0,29,4,0
142279.0,10,0,2,1,30,32,0
74943.0,26,2,2,1,30,18,0
67885.0,30,2,3,1,36,6,0
16544.0,31,0,0,1,27,0,0
90124.0,63,2,3,1,38,0,0
149389.0,50,0,1,0,38,17,0
162632.0,28,0,1,1,49,22,1
90889.0,40,1,0,0,28,43,0
27002.0,26,2,0,0,44,0,0
0.0,30,1,2,1,47,0,1
58363.0,21,0,0,0,23,8,0
71030.0,28,2,0,0,26,2,0
67761.0,89,2,0,1,39,5,0
38462.0,40,0,0,0,32,35,0
23555.0,39,0,0,1,31,96,0
118969.0,44,2,0,0,40,4,0
99865.0,21,0,0,0,19,12,0
93198.0,39,1,1,0,41,0,0
114664.0,27,2,3,1,23,8,0
61211.0,17,0,0,0,40,17,0
62675.0,46,1,0,1,35,0,0
135819.0,14,2,0,0,41,0,0
30005.0,19,1,0,1,30,7,0
99755.0,11,1,0,0,49,8,0
149038.0,41,1,2,0,33,0,0
159306.0,12,2,0,1,45,0,0
133440.0,32,1,0,1,37,0,0
86696.0,49,2,0,0,38,0,0
147856.0,57,2,1,0,42,0,0
66635.0,20,2,0,0,18,22,0
165377.0,65,1,1,0,40,0,0
29843.0,54,2,0,0,53,45,0
99232.0,32,1,0,0,23,4,0
85132.0,10,2,3,0,46,4,0
24110.0,41,2,0,1,24,5,0
13409.0,25,0,4,1,21,4,0
47172.0,24,1,0,1,34,4,0
157404.0,74,2,0,0,35,0,0
0.0,24,0,0,1,27,1,1
18964.0,37,2,1,0,38,4,0
63297.0,12,2,1,0,30,0,0
48528.0,39,2,1,0,22,17,0
137340.0,26,1,1,1,34,0,1
21145.0,19,1,2,0,42,26,0
33354.0,20,1,0,1,22,17,0
7108.0,23,2,1,0,33,0,0
38634.0,36,1,2,0,36,0,0
50655.0,36,1,2,0,36,49,0
73831.0,15,2,3,0,37,0,0
8857.0,64,2,0,1,41,4,0
119944.0,58,1,3,1,33,27,0
163062.0,18,1,1,0,28,0,0
133805.0,32,0,0,1,20,0,0
50446.0,41,2,0,0,24,0,0
106433.0,68,1,2,1,48,0,0
108599.0,41,2,0,1,26,96,0
166661.0,9,2,0,0,31,8,0
147342.0,30,2,0,0,33,0,0
60293.0,27,2,1,1,36,0,0
64761.0,36,2,0,0,29,0,0
28097.0,66,1,0,0,19,0,0
83724.0,44,0,3,0,18,4,0
87176.0,40,1,0,1,38,34,0
121661.0,46,1,3,1,23,17,0
105135.0,38,1,2,1,32,34,0
55519.0,54,0,1,0,18,4,0
141495.0,29,1,2,1,25,0,0
0.0,17,1,2,0,19,53,1
46187.0,94,2,2,1,30,0,0
0.0,32,1,2,0,29,0,1
14169.0,24,0,0,0,35,0,0
158276.0,43,1,1,1,25,2,0
116395.0,14,1,0,0,30,6,0
137967.0,16,2,1,0,43,2,0
55946.0,33,2,3,0,42,4,0
31901.0,39,0,0,0,20,4,0
84849.0,25,1,0,0,48,0,0
120691.0,26,1,0,1,21,1,0
107413.0,29,2,1,0,39,8,0
166399.0,42,2,1,1,31,23,0
133191.0,33,1,0,1,22,0,0
103721.0,23,0,1,1,25,37,0
161769.0,67,2,2,1,42,4,0
0.0,41,2,3,0,35,0,1
99411.0,32,2,0,1,26,17,0
142181.0,81,0,1,0,31,0,0
39315.0,56,2,2,0,30,8,0
107535.0,11,0,1,0,35,18,0
66351.0,58,1,3,0,32,8,0
41892.0,60,0,1,1,36,0,0
0.0,21,2,3,0,54,34,1
4740.0,20,1,0,0,39,46,0
100902.0,35,2,0,0,31,0,0
156939.0,12,1,3,1,33,20,0
62454.0,38,2,2,1,32,17,0
162390.0,28,2,1,0,53,5,0
29333.0,63,0,2,0,46,4,0
57317.0,11,2,1,1,27,0,0
100603.0,57,1,0,1,21,0,0
166241.0,25,1,4,0,33,4,0
60756.0,76,1,0,0,36,0,0
126443.0,63,1,3,1,39,30,0
145253.0,43,0,1,0,41,40,0
89112.0,32,2,0,0,39,17,0
1.0,10,1,3,0,31,0,1
34518.0,22,2,0,1,34,32,0
119842.0,41,1,0,1,31,3,0
13113.0,32,2,0,0,33,4,0
19621.0,14,2,3,0,43,8,0
40739.0,26,0,0,0,38,17,0
34405.0,45,1,2,0,30,4,0
16665.0,32,1,1,0,28,0,0
132953.0,17,1,1,1,22,8,0
72726.0,64,2,2,0,34,1,0
156909.0,14,2,0,0,36,4,0
144927.0,41,0,2,0,43,4,0
79774.0,16,1,1,1,43,4,0
159903.0,92,1,0,1,34,7,0
10143.0,60,2,1,1,18,3,0
148495.0,16,2,3,1,34,57,0
116414.0,43,1,2,0,60,0,0
5701.0,39,1,0,0,27,66,0
153941.0,62,0,1,0,24,0,1
164330.0,24,2,3,1,36,0,0
121970.0,49,1,0,0,41,4,0
69951.0,25,2,1,1,22,0,0
97357.0,17,2,1,0,37,0,0
76524.0,72,1,3,1,47,48,0
131839.0,48,2,1,0,50,4,0
85883.0,52,0,0,1,28,5,0
155151.0,15,1,0,0,39,0,0
5093.0,14,2,3,0,41,4,0
136375.0,30,2,0,0,26,4,0
83204.0,51,0,0,1,26,48,0
105989.0,34,1,3,0,20,0,0
63445.0,20,2,2,0,48,14,0
137097.0,27,1,0,0,26,77,0
37978.0,41,0,0,0,40,4,0
71058.0,40,0,0,0,38,8,1
144031.0,27,2,2,1,43,8,0
42748.0,63,2,2,0,31,0,0
138165.0,22,1,0,0,25,137,0
100129.0,46,1,3,0,23,4,0
0.0,18,1,3,1,32,1,1
146132.0,59,2,1,0,43,4,0
25223.0,56,2,0,1,32,0,0
96093.0,13,1,0,1,26,8,0
46309.0,45,1,1,0,38,1,0
80346.0,61,0,0,0,42,2,0
171946.0,43,1,1,0,29,0,0
168678.0,65,0,1,0,29,4,0
60730.0,28,1,0,0,29,0,0
152542.0,31,2,2,1,34,75,0
172548.0,55,2,4,0,23,17,0
62952.0,42,2,0,0,38,17,0
125172.0,31,0,0,0,38,6,0
167240.0,14,2,2,1,42,0,0
81134.0,12,0,2,1,40,0,0
123514.0,42,1,3,0,48,0,0
37997.0,46,1,0,0,30,0,0
41751.0,18,2,1,0,40,3,0
85031.0,9,0,0,0,27,0,0
124089.0,29,2,2,1,19,20,0
8693.0,47,2,0,0,42,0,1
25181.0,19,0,0,1,39,0,0
157046.0,17,2,0,0,19,0,0
44627.0,22,0,0,1,28,0,0
90027.0,21,1,2,1,36,0,1
90730.0,18,0,0,0,42,5,0
53442.0,23,1,3,0,32,5,0
86909.0,12,0,1,0,30,0,0
81334.0,9,1,1,1,26,18,0
8117.0,36,1,2,0,38,0,0
151760.0,17,2,0,0,45,47,0
82351.0,30,1,1,0,19,5,0
121103.0,26,1,1,0,34,17,0
97744.0,18,0,0,0,27,35,0
98751.0,27,2,2,1,56,4,0
14476.0,39,1,2,1,30,0,0
112022.0,59,2,2,0,25,18,0
81453.0,50,0,0,0,29,0,0
22738.0,56,2,1,0,48,1,0
138577.0,71,0,0,0,34,5,0
0.0,17,2,0,1,26,0,1
125394.0,38,1,3,0,26,0,0
140297.0,39,2,0,1,19,79,0
43171.0,16,2,1,1,24,12,0
143217.0,26,1,1,0,35,7,0
978.0,75,1,3,1,36,17,0
37953.0,80,1,1,0,52,0,0
25933.0,31,1,0,1,23,4,0
48848.0,18,2,0,1,30,0,0
79379.0,29,2,0,0,24,8,0
74808.0,23,1,2,0,21,2,0
11231.0,16,2,3,1,37,0,0
66122.0,47,2,0,0,36,17,0
168790.0,40,1,2,1,42,0,0
128856.0,25,1,0,1,36,4,0
144146.0,24,2,3,0,35,8,0
66728.0,28,2,1,0,53,0,0
86313.0,45,1,2,0,25,38,0
154787.0,39,2,1,0,36,0,0
106969.0,13,2,0,1,27,0,0
97760.0,30,2,3,1,43,0,0
113579.0,24,2,1,1,32,8,0
69416.0,33,0,0,0,27,3,0
133830.0,22,1,0,0,19,0,0
68487.0,57,2,2,0,38,0,0
110352.0,33,0,3,0,35,0,0
82333.0,48,2,0,0,48,0,0
88412.0,40,0,4,0,18,4,0
99333.0,62,0,3,1,29,0,1
111518.0,49,1,0,0,24,8,0
71783.0,18,1,0,1,28,0,0
118476.0,36,2,1,0,46,41,0
86578.0,21,1,4,0,26,0,0
3139.0,16,0,0,0,37,0,0
16449.0,54,0,0,1,34,0,0
152692.0,56,1,0,0,37,1,0
150562.0,22,0,2,1,27,0,0
87902.0,51,1,1,1,29,0,0
47805.0,22,1,0,1,33,17,0
165370.0,15,1,1,0,31,0,0
99778.0,87,1,0,1,36,7,0
71004.0,33,1,2,0,38,13,0
168974.0,34,0,3,1,31,4,0
0.0,23,2,0,1,24,5,1
32362.0,52,2,1,0,19,0,0
34553.0,81,2,1,0,49,4,0
102589.0,41,1,0,1,34,0,0
95364.0,54,1,1,0,43,0,0
48493.0,22,2,1,1,20,4,0
2984.0,51,1,1,1,43,4,1
102121.0,24,2,3,0,22,0,1
49897.0,39,2,3,0,38,4,0
125196.0,38,2,0,0,34,0,0
16694.0,40,2,0,1,27,17,0
172717.0,57,0,2,1,25,8,0
32052.0,19,0,0,1,35,34,1
82519.0,74,1,3,0,25,6,0
145951.0,26,0,0,1,29,0,1
127118.0,20,2,0,0,21,2,1
0.0,55,0,1,0,29,0,1
126418.0,36,1,0,1,24,0,0
99203.0,24,1,0,1,37,8,0
91113.0,23,2,0,0,55,8,0
97435.0,77,0,4,1,42,3,0
83206.0,9,1,0,0,22,0,0
151460.0,12,1,3,1,51,17,1
101943.0,17,0,2,1,46,4,0
0.0,18,1,3,0,40,7,1
137333.0,40,1,0,1,22,0,0
165825.0,101,1,0,1,24,8,0
2995.0,30,0,0,0,30,0,0
171896.0,42,2,0,1,43,2,0
110879.0,58,1,4,0,38,0,0
58990.0,42,2,0,0,42,0,0
88459.0,20,2,3,0,49,17,0
19777.0,36,2,0,1,48,0,1
24385.0,29,1,2,0,27,50,0
38283.0,59,1,2,0,29,0,0
89271.0,26,1,3,0,30,0,0
121178.0,59,1,0,1,37,20,0
90240.0,45,1,0,1,25,1,0
142830.0,30,1,0,1,45,0,1
32864.0,31,2,0,0,36,10,0
114134.0,11,1,0,1,45,0,0
146691.0,17,1,0,1,37,0,0
130523.0,46,2,0,0,32,4,0
162104.0,35,0,1,1,44,0,0
51637.0,29,2,0,1,37,4,0
130788.0,29,0,0,1,20,8,0
136351.0,63,1,0,1,30,0,0
170560.0,38,2,0,0,34,5,0
123717.0,39,2,0,1,19,4,0
27885.0,38,1,0,0,41,45,0
104582.0,31,2,0,1,29,0,0
37164.0,32,1,1,1,19,4,0
55792.0,12,2,0,0,37,0,0
42827.0,37,1,3,0,42,66,0
115093.0,45,0,0,1,27,0,0
141419.0,25,1,0,0,34,8,0
129281.0,54,1,3,0,36,0,0
39265.0,38,1,0,0,43,0,0
79728.0,31,0,0,0,24,1,0
57002.0,45,2,0,0,28,26,0
143547.0,27,2,2,0,32,0,0
153319.0,49,1,3,0,34,33,0
137610.0,47,2,1,0,35,4,0
106415.0,59,2,1,0,40,8,0
165682.0,13,2,1,1,28,8,0
0.0,42,0,0,1,30,3,1
73282.0,43,2,0,0,52,4,0
150512.0,46,1,2,0,22,4,0
39811.0,31,2,0,0,36,0,0
18818.0,19,0,3,0,18,11,0
87944.0,23,2,3,1,31,0,0
7221.0,28,1,1,1,26,1,0
111980.0,53,1,4,1,22,0,0
45347.0,11,1,3,0,52,8,0
76064.0,21,1,2,1,44,4,0
74212.0,31,1,0,0,33,4,0
64742.0,73,2,2,0,56,98,0
75098.0,15,1,2,1,23,17,0
138716.0,56,2,1,0,34,7,0
128827.0,32,0,2,0,38,48,1
73299.0,19,2,1,1,19,8,0
140921.0,16,2,0,0,39,0,0
32341.0,40,2,2,0,21,65,0
109765.0,18,2,1,0,27,33,0
51949.0,67,0,3,1,40,8,0
142777.0,57,2,2,0,21,8,0
0.0,19,1,1,0,26,5,1
80183.0,68,1,1,0,42,32,0
61077.0,80,0,1,0,28,0,0
120057.0,20,1,2,0,37,7,0
46411.0,91,1,3,1,48,0,0
165775.0,17,1,4,0,49,34,0
123667.0,40,2,3,0,49,0,0
83591.0,18,0,0,1,26,3,0
15909.0,61,1,0,0,37,0,1
46153.0,40,1,1,0,20,0,0
21544.0,48,1,2,0,38,8,0
123351.0,29,1,1,1,27,0,0
3981.0,24,2,0,1,36,0,0
135345.0,18,2,2,0,27,2,0
16017.0,37,0,1,0,53,4,1
90104.0,9,1,3,0,45,0,0
59609.0,26,1,2,1,29,0,0
114462.0,14,1,0,1,38,7,1
155666.0,45,1,0,0,29,5,1
104246.0,32,1,1,0,36,1,0
46254.0,32,1,1,0,36,0,1
133722.0,17,1,1,0,46,8,0
11065.0,44,2,3,0,33,4,0
130895.0,26,1,3,1,19,34,0
130433.0,49,1,1,0,34,8,0
53427.0,65,1,1,0,28,0,0
13253.0,83,2,0,1,27,5,0
133268.0,40,0,3,1,34,0,0
162340.0,49,2,0,0,30,12,0
57171.0,99,2,0,1,31,1,0
133628.0,62,2,3,1,35,20,0
99498.0,67,1,2,0,31,0,0
156870.0,47,2,1,1,24,4,0
53427.0,10,0,1,0,32,0,0
93865.0,23,2,4,0,24,8,0
77125.0,47,2,0,0,32,8,0
100853.0,56,0,3,0,24,4,0
51058.0,19,0,3,0,25,0,0
164817.0,18,2,0,1,36,0,0
12743.0,29,0,1,1,29,4,0
154535.0,44,1,0,0,27,0,0
151050.0,28,1,0,0,44,0,0
14093.0,45,0,0,0,33,4,0
132182.0,9,2,2,1,29,0,0
77483.0,59,2,1,1,36,4,0
132962.0,43,2,1,0,39,7,0
160582.0,22,2,0,0,28,1,0
128932.0,51,2,3,0,26,0,0
2055.0,50,2,1,0,31,42,0
90998.0,38,1,1,1,28,0,0
98425.0,10,2,0,1,20,0,0
138351.0,69,2,0,0,37,0,0
164945.0,40,1,2,0,42,0,0
4348.0,35,1,0,0,32,8,0
58416.0,61,2,1,0,39,8,0
129737.0,34,0,1,1,34,8,0
146721.0,66,1,3,0,43,3,0
145374.0,64,1,1,1,46,18,0
47133.0,51,2,0,0,38,0,0
111735.0,36,1,1,1,38,1,0
23617.0,57,1,0,1,35,0,0
141325.0,39,2,0,0,46,4,0
141539.0,36,1,0,0,46,0,0
78451.0,39,1,2,0,24,4,0
38953.0,24,0,3,1,27,57,0
24768.0,36,2,0,0,33,0,0
113663.0,27,0,0,1,31,7,0
19527.0,23,0,0,1,37,27,0
40285.0,73,2,1,1,43,34,0
165117.0,14,1,0,0,42,38,0
19136.0,65,2,0,1,24,0,0
90843.0,21,1,1,0,35,8,0
169401.0,42,2,0,0,24,9,0
13538.0,46,2,1,0,44,34,0
153318.0,42,2,3,0,37,25,0
63539.0,66,2,0,1,32,0,0
125738.0,22,1,1,0,38,28,0
63101.0,55,2,1,0,34,0,0
109881.0,40,1,0,1,52,2,0
151122.0,15,1,3,0,33,8,0
71005.0,51,2,0,0,49,14,0
43425.0,27,0,3,1,34,0,0
0.0,18,1,3,1,45,17,1
89348.0,9,0,2,0,23,4,0
29422.0,53,0,1,0,37,0,0
0.0,56,1,0,1,20,17,1
84705.0,37,1,1,0,39,0,0
79491.0,49,0,3,1,47,48,0
43302.0,37,2,2,0,30,0,0
24352.0,14,1,0,1,30,0,0
17085.0,33,1,0,1,25,7,0
3236.0,15,0,0,1,28,2,0
70075.0,22,0,1,1,55,17,0
37323.0,35,1,0,0,42,0,0
52454.0,26,2,1,0,28,0,0
112520.0,55,2,0,1,21,3,0
121176.0,29,1,3,0,45,1,0
164501.0,43,2,1,0,47,2,0
134011.0,48,2,0,0,32,8,0
11733.0,56,2,1,1,25,0,0
7940.0,47,2,0,0,41,8,1
58523.0,33,0,3,0,32,0,0
80613.0,38,2,0,0,34,0,0
97392.0,25,2,0,0,34,28,0
87057.0,27,2,0,0,32,16,0
95867.0,40,1,1,0,34,0,0
24390.0,10,0,1,0,33,3,0
90301.0,22,0,1,0,26,0,0
105559.0,9,2,1,1,27,0,0
39064.0,32,2,3,0,28,0,0
157869.0,41,0,4,1,43,14,0
0.0,65,1,4,1,30,0,1
39673.0,33,2,0,0,29,0,0
0.0,38,1,0,0,40,2,1
74537.0,17,0,1,0,29,27,1
0.0,9,2,1,1,46,0,1
104997.0,19,2,1,1,47,0,0
89255.0,41,0,2,0,20,4,0
107901.0,18,0,1,1,30,8,0
161869.0,83,1,4,0,31,0,0
19582.0,43,2,0,1,38,8,0
106834.0,18,0,1,0,48,0,0
148068.0,17,2,0,1,22,2,0
32213.0,18,2,0,1,43,8,0
121956.0,59,2,2,1,32,0,0
13560.0,29,2,2,0,47,0,0
121466.0,9,1,1,0,52,1,0
38433.0,34,1,0,1,26,0,0
41106.0,49,1,3,1,56,4,0
139426.0,41,2,0,1,25,4,0
4590.0,39,2,2,0,39,0,0
72898.0,36,2,0,0,45,0,0
60294.0,64,1,1,1,37,0,0
90441.0,74,0,0,0,43,4,0
82182.0,27,2,0,1,20,89,0
130863.0,75,1,1,1,35,0,1
153835.0,56,1,1,0,38,0,0
47703.0,34,2,0,1,35,147,0
161567.0,11,1,0,1,37,1,0
101342.0,21,1,1,1,38,4,0
50276.0,40,1,0,0,29,2,0
137424.0,62,2,4,0,20,7,0
126728.0,20,2,0,1,25,0,0
4690.0,13,0,0,1,33,0,0
49098.0,66,2,0,0,39,35,1
11642.0,49,0,0,0,22,17,0
0.0,23,0,0,0,25,34,1
19092.0,14,2,0,0,30,7,0
0.0,29,1,1,0,31,26,1
26805.0,45,0,2,0,32,0,0
0.0,40,0,3,0,32,16,1
61024.0,12,1,2,0,20,18,0
130451.0,54,2,1,1,30,30,0
33225.0,32,1,0,1,28,0,1
29467.0,55,2,1,0,34,8,0
8577.0,22,2,0,1,38,4,0
0.0,10,2,3,0,24,8,1
123745.0,31,0,3,0,45,1,0
165369.0,46,2,1,1,51,0,0
168346.0,16,2,0,1,24,17,0
90345.0,63,2,1,0,30,2,0
65742.0,44,1,1,1,34,0,0
119690.0,19,1,1,0,34,0,0
65732.0,12,2,2,0,34,10,0
111833.0,20,1,3,0,36,74,0
166267.0,40,2,2,0,19,0,0
164491.0,13,2,0,0,20,5,0
36357.0,33,1,2,0,26,5,0
134598.0,45,1,4,1,32,0,0
164513.0,26,2,1,0,22,0,1
0.0,23,2,1,0,41,0,1
85479.0,47,2,2,1,27,8,0
118333.0,17,0,1,1,49,107,0
26127.0,28,2,2,1,40,0,0
27201.0,75,2,0,0,27,0,0
16399.0,39,1,1,1,27,4,0
2330.0,11,1,3,0,25,4,0
90072.0,48,2,1,0,32,4,0
0.0,59,2,2,0,34,0,1
109840.0,25,2,3,1,48,0,0
147610.0,77,1,0,0,18,20,0
37515.0,15,2,1,0,30,4,0
38923.0,54,2,1,0,48,0,0
45464.0,54,1,0,1,36,4,0
21725.0,59,1,1,0,32,18,0
151081.0,17,2,0,1,31,0,0
16666.0,67,2,0,0,42,0,0
0.0,66,2,0,0,23,0,1
97341.0,24,1,1,0,38,4,0
27508.0,38,1,3,1,34,17,0
80545.0,73,1,0,0,25,68,0
85537.0,36,2,0,1,42,0,0
0.0,65,2,2,0,37,20,1
142954.0,50,1,1,0,29,4,0
45928.0,43,2,2,1,20,0,0
148915.0,47,1,0,0,26,10,0
62571.0,46,1,0,1,31,20,0
29648.0,44,0,3,0,30,0,0
0.0,20,1,0,1,20,0,1
35507.0,36,1,1,1,30,4,0
57068.0,31,0,3,0,35,0,0
31426.0,22,1,3,1,35,0,0
156385.0,38,0,0,1,23,0,0
69358.0,23,0,0,1,41,3,0
79348.0,45,1,0,0,43,0,0
0.0,56,1,0,0,52,0,1
94048.0,30,2,1,0,24,20,0
106442.0,72,0,0,1,28,17,1
171703.0,42,1,0,0,36,4,0
54138.0,21,2,1,0,29,7,0
0.0,50,1,2,0,40,9,1
0.0,53,2,1,0,41,18,1
0.0,32,2,2,1,39,30,1
12987.0,88,2,3,0,46,4,0
42424.0,25,0,2,0,36,0,0
59634.0,34,1,0,0,30,0,1
172649.0,38,1,0,1,45,142,0
49792.0,19,0,0,0,42,0,0
66106.0,25,2,0,0,27,4,0
70500.0,23,2,1,0,18,109,0
80617.0,45,1,1,1,44,8,0
43217.0,54,1,3,0,38,0,0
65937.0,44,2,0,0,35,5,0
31852.0,46,2,0,0,23,123,0
60343.0,28,1,0,1,35,10,0
3760.0,42,1,2,0,35,0,0
62432.0,71,2,2,1,31,9,0
77868.0,42,2,3,0,36,4,0
19180.0,27,2,1,1,37,0,0
51109.0,18,1,0,1,25,3,0
169950.0,14,1,0,1,23,0,0
106763.0,18,0,0,0,33,0,0
83055.0,37,0,2,0,31,0,0
45118.0,35,2,2,1,23,29,0
137866.0,36,2,1,0,43,34,0
77826.0,39,1,0,0,39,16,0
128937.0,30,1,0,1,33,0,0
117679.0,37,2,3,0,46,0,0
145751.0,36,2,3,0,23,0,0
23934.0,45,1,1,0,20,0,0
121718.0,56,2,3,0,26,0,0
33240.0,84,1,1,0,30,18,0
6502.0,32,1,1,0,37,26,0
25346.0,28,0,0,1,26,8,0
14543.0,73,1,0,1,18,3,0
66593.0,46,1,1,1,41,1,0
130231.0,39,1,0,1,35,0,0
34220.0,17,2,1,1,47,9,0
170169.0,39,1,1,1,21,18,0
36045.0,18,1,0,0,39,4,0
100689.0,23,0,3,0,30,71,0
42255.0,31,0,3,0,21,0,0
5095.0,37,2,2,0,46,4,0
14389.0,29,0,2,0,37,0,0
0.0,59,2,0,0,33,1,1
0.0,40,1,1,0,38,7,1
145797.0,86,1,2,0,24,0,0
144259.0,53,0,3,0,32,26,0
87014.0,57,2,1,0,43,2,0
30958.0,40,2,3,0,34,4,0
3680.0,54,2,0,0,33,0,0
151388.0,43,2,0,1,29,0,0
120722.0,13,1,0,1,19,0,0
8010.0,62,1,1,0,33,0,0
100990.0,42,2,0,1,43,1,0
15183.0,77,2,1,0,26,2,0
79531.0,64,2,0,1,21,119,0
4796.0,32,0,1,0,25,0,1
39994.0,72,0,0,0,38,0,0
8567.0,13,1,0,1,42,12,0
49869.0,29,0,1,0,41,4,0
141585.0,22,1,0,1,35,0,0
160895.0,25,0,0,0,36,0,0
0.0,42,1,2,1,34,71,1
149106.0,20,2,1,0,33,38,0
156423.0,35,1,0,0,31,4,0
116096.0,17,0,2,1,27,0,0
69097.0,44,2,3,0,18,0,0
15244.0,14,1,2,0,41,17,0
46251.0,45,0,0,0,45,0,0
3390.0,26,2,3,1,18,0,0
75094.0,30,1,0,0,20,8,1
131679.0,48,1,1,0,41,0,0
161743.0,24,0,3,1,29,0,0
37891.0,10,0,1,0,40,0,0
121977.0,33,1,0,1,27,27,0
0.0,54,1,0,1,23,19,1
24246.0,34,2,1,0,40,4,0
97952.0,31,1,0,0,37,0,0
149158.0,50,1,0,0,32,8,0
67986.0,10,0,0,0,43,4,0
112579.0,48,1,0,1,43,0,0
